Пол,Сумма.баллов,ЕГЭ...матем.,ЕГЭ...рус.яз.,Аттестат.с.отличием.оценка,ГТО.оценка,Сочинение.оценка,Регион,Тип.насел..пункта,Дата.рождения,День.рождения,Месяц.рождения
ЖЕНСКИЙ,237,70,78,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.09.1999,7,9
ЖЕНСКИЙ,272,70,100,5,0,2,Московская обл,ГОРОД,10.11.1998,10,11
МУЖСКОЙ,362,90,81,0,0,2,Тыва Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,17.11.1999,17,11
МУЖСКОЙ,314,74,83,0,0,2,Тюменская обл,ГОРОД,27.06.1996,27,6
МУЖСКОЙ,291,84,76,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,23.09.1999,23,9
ЖЕНСКИЙ,301,72,91,5,0,1,Московская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,06.08.1999,6,8
ЖЕНСКИЙ,343,90,86,0,0,3,Москва г,ГОРОД,19.02.1999,19,2
МУЖСКОЙ,324,98,86,0,2,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,14.04.1999,14,4
МУЖСКОЙ,318,86,100,0,0,2,Московская обл,ГОРОД,23.03.1999,23,3
ЖЕНСКИЙ,302,86,83,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.12.1999,5,12
МУЖСКОЙ,316,94,98,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,03.05.1999,3,5
МУЖСКОЙ,288,80,76,0,0,0,Тверская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,13.01.1999,13,1
МУЖСКОЙ,390,100,96,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.09.1999,28,9
МУЖСКОЙ,317,84,93,5,0,1,Московская обл,ГОРОД,27.10.1999,27,10
ЖЕНСКИЙ,364,92,91,0,0,1,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,26.12.1998,26,12
ЖЕНСКИЙ,373,86,88,5,0,2,Ставропольский край,ГОРОД,29.02.2000,29,2
ЖЕНСКИЙ,304,84,88,5,2,1,Московская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,01.06.1999,1,6
ЖЕНСКИЙ,313,90,96,5,0,2,Чувашская Респ,ГОРОД,29.10.1999,29,10
ЖЕНСКИЙ,312,84,83,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,03.12.1999,3,12
МУЖСКОЙ,324,70,98,0,0,2,Татарстан Респ,ГОРОД,05.10.1998,5,10
МУЖСКОЙ,359,88,91,5,2,2,Ямало-Ненецкий АО,ГОРОД,22.03.1999,22,3
ЖЕНСКИЙ,343,80,86,5,2,1,Московская обл,ГОРОД,04.07.1999,4,7
МУЖСКОЙ,373,80,91,5,0,1,Московская обл,ГОРОД,04.12.1999,4,12
ЖЕНСКИЙ,277,86,83,0,0,1,Москва г,ГОРОД,23.12.1999,23,12
ЖЕНСКИЙ,368,88,100,5,0,2,Башкортостан Респ,ГОРОД,09.10.1999,9,10
МУЖСКОЙ,386,92,91,5,0,2,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,29.10.1999,29,10
МУЖСКОЙ,317,90,91,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,08.04.1999,8,4
ЖЕНСКИЙ,354,90,91,5,0,3,Мурманская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,12.02.1999,12,2
ЖЕНСКИЙ,359,86,86,5,2,1,Челябинская обл,ГОРОД,07.07.1999,7,7
МУЖСКОЙ,316,74,96,5,0,1,Владимирская обл,ГОРОД,15.11.1999,15,11
ЖЕНСКИЙ,276,76,86,5,0,2,Мордовия Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.11.1999,28,11
МУЖСКОЙ,398,100,91,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,10.03.2000,10,3
ЖЕНСКИЙ,376,94,88,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.09.1999,7,9
МУЖСКОЙ,303,68,86,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.10.1998,15,10
МУЖСКОЙ,274,76,78,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.12.1998,7,12
МУЖСКОЙ,339,94,96,5,0,1,Иркутская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,23.06.1999,23,6
ЖЕНСКИЙ,306,80,91,5,0,1,Ростовская обл,ГОРОД,11.02.2000,11,2
МУЖСКОЙ,370,90,86,0,2,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.02.2000,18,2
МУЖСКОЙ,246,68,59,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.11.1996,7,11
МУЖСКОЙ,289,76,93,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,19.10.1999,19,10
МУЖСКОЙ,295,80,88,0,0,1,Коми Респ,ГОРОД,18.06.1999,18,6
МУЖСКОЙ,372,98,96,5,0,0,Камчатский край,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,27.03.1999,27,3
ЖЕНСКИЙ,349,82,91,5,0,2,Пермский край,ГОРОД,19.10.1998,19,10
ЖЕНСКИЙ,303,88,88,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,26.08.1999,26,8
МУЖСКОЙ,358,94,93,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,25.04.1999,25,4
МУЖСКОЙ,334,80,93,5,2,1,Краснодарский край,ГОРОД,12.03.1999,12,3
МУЖСКОЙ,314,86,91,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,10.09.1999,10,9
ЖЕНСКИЙ,300,88,78,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,12.12.1999,12,12
МУЖСКОЙ,307,80,78,0,0,1,Карачаево-Черкесская Респ,ГОРОД,14.11.1999,14,11
ЖЕНСКИЙ,378,92,91,5,0,1,Липецкая обл,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.02.2000,18,2
МУЖСКОЙ,328,82,81,5,2,1,Ивановская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,23.07.1999,23,7
МУЖСКОЙ,318,74,78,5,0,2,Липецкая обл,ГОРОД,24.05.1991,24,5
ЖЕНСКИЙ,302,80,93,5,0,2,Воронежская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,09.07.2000,9,7
ЖЕНСКИЙ,305,82,91,5,0,2,Нижегородская обл,ГОРОД,28.05.1999,28,5
МУЖСКОЙ,379,98,93,5,0,2,Пермский край,ГОРОД,13.07.1999,13,7
ЖЕНСКИЙ,321,92,86,5,0,3,Самарская обл,ГОРОД,16.11.1999,16,11
МУЖСКОЙ,324,80,83,5,0,2,Саратовская обл,ГОРОД,16.09.1999,16,9
МУЖСКОЙ,351,92,98,5,0,2,Красноярский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,10.11.1999,10,11
МУЖСКОЙ,324,94,91,0,2,3,Иркутская обл,ГОРОД,02.02.1999,2,2
МУЖСКОЙ,304,84,96,5,2,1,Краснодарский край,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,14.11.1999,14,11
ЖЕНСКИЙ,363,84,98,5,2,2,Саратовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,07.07.1999,7,7
МУЖСКОЙ,312,86,72,0,0,1,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,28.03.1999,28,3
ЖЕНСКИЙ,356,94,96,0,0,2,Иркутская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,24.05.2000,24,5
МУЖСКОЙ,337,82,100,5,0,1,Бурятия Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,22.11.1999,22,11
ЖЕНСКИЙ,324,88,81,0,0,0,Санкт-Петербург г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.10.1999,28,10
МУЖСКОЙ,352,80,91,0,0,2,Свердловская обл,ГОРОД,31.07.1999,31,7
ЖЕНСКИЙ,342,90,83,5,2,2,Костромская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,26.08.1999,26,8
ЖЕНСКИЙ,341,90,76,5,0,1,Костромская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,03.08.1999,3,8
МУЖСКОЙ,336,84,83,0,0,0,Санкт-Петербург г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.12.1999,18,12
МУЖСКОЙ,338,88,88,5,0,2,Хабаровский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,04.06.1999,4,6
МУЖСКОЙ,285,72,81,0,0,2,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,23.07.1999,23,7
МУЖСКОЙ,313,78,88,5,0,2,Воронежская обл,ГОРОД,06.05.2000,6,5
МУЖСКОЙ,362,92,98,5,0,2,Татарстан Респ,ГОРОД,20.11.1998,20,11
МУЖСКОЙ,367,90,88,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,25.06.1999,25,6
ЖЕНСКИЙ,348,84,98,5,0,2,Коми Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,17.08.1998,17,8
МУЖСКОЙ,325,82,91,5,0,2,Башкортостан Респ,ГОРОД,27.03.1999,27,3
МУЖСКОЙ,387,98,88,5,0,2,Костромская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,07.05.1999,7,5
ЖЕНСКИЙ,344,82,93,0,0,2,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,22.03.1999,22,3
МУЖСКОЙ,386,88,96,0,0,2,Иркутская обл,ГОРОД,08.09.1999,8,9
ЖЕНСКИЙ,321,86,98,5,0,1,Владимирская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,10.10.1999,10,10
МУЖСКОЙ,367,86,88,5,0,1,Ростовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,18.01.2000,18,1
МУЖСКОЙ,328,82,98,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,13.04.2000,13,4
МУЖСКОЙ,353,86,93,5,0,2,Владимирская обл,ГОРОД,12.12.1999,12,12
МУЖСКОЙ,321,94,78,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,22.09.1999,22,9
ЖЕНСКИЙ,337,88,91,0,0,2,Санкт-Петербург г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,03.06.1995,3,6
МУЖСКОЙ,282,76,86,0,0,2,Московская обл,ГОРОД,05.07.1998,5,7
МУЖСКОЙ,303,82,86,5,2,2,Новосибирская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,07.10.1999,7,10
МУЖСКОЙ,383,92,91,5,0,1,Адыгея Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,01.03.2000,1,3
ЖЕНСКИЙ,253,70,81,5,0,2,Владимирская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,03.03.1999,3,3
МУЖСКОЙ,319,82,83,0,0,1,Ставропольский край,ГОРОД,10.05.1999,10,5
МУЖСКОЙ,308,84,86,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.04.1998,7,4
МУЖСКОЙ,285,76,78,0,0,1,Московская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,20.04.2000,20,4
МУЖСКОЙ,340,82,88,5,0,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,26.02.1999,26,2
ЖЕНСКИЙ,324,76,88,5,0,1,Брянская обл,ГОРОД,05.11.1999,5,11
МУЖСКОЙ,340,88,88,5,0,2,Брянская обл,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,06.02.2000,6,2
МУЖСКОЙ,344,90,81,0,0,2,Челябинская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,12.12.1999,12,12
ЖЕНСКИЙ,319,90,93,0,0,2,Пермский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,04.11.1999,4,11
МУЖСКОЙ,360,88,81,0,0,1,Сахалинская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,11.01.2000,11,1
ЖЕНСКИЙ,270,80,86,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,21.02.2000,21,2
МУЖСКОЙ,348,88,93,5,2,2,Ставропольский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,06.11.1999,6,11
МУЖСКОЙ,299,90,72,5,0,2,Ростовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,14.10.1999,14,10
МУЖСКОЙ,343,90,81,0,0,1,Московская обл,ГОРОД,03.02.2000,3,2
МУЖСКОЙ,281,78,67,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.08.1999,5,8
МУЖСКОЙ,304,80,78,0,0,2,Тверская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,06.02.1999,6,2
МУЖСКОЙ,284,78,88,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,30.07.1999,30,7
МУЖСКОЙ,340,82,86,5,0,2,Башкортостан Респ,ГОРОД,15.04.1999,15,4
ЖЕНСКИЙ,342,88,96,5,0,2,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,16.12.1999,16,12
ЖЕНСКИЙ,341,88,93,0,0,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.12.1999,28,12
ЖЕНСКИЙ,313,82,96,0,0,2,Архангельская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,04.11.1999,4,11
МУЖСКОЙ,329,84,83,0,0,2,Московская обл,ГОРОД,10.12.1999,10,12
МУЖСКОЙ,349,90,87,0,0,1,Удмуртская Респ,ГОРОД,05.11.1997,5,11
ЖЕНСКИЙ,365,90,98,5,0,1,Саратовская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,01.12.1999,1,12
ЖЕНСКИЙ,334,88,91,5,0,3,Хабаровский край,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.01.1998,28,1
ЖЕНСКИЙ,254,56,83,0,0,0,Московская обл,ГОРОД,10.05.1999,10,5
МУЖСКОЙ,280,72,76,5,0,0,Московская обл,ГОРОД,13.08.1999,13,8
МУЖСКОЙ,376,98,100,0,0,2,Смоленская обл,ГОРОД,09.10.1999,9,10
МУЖСКОЙ,247,68,70,0,0,1,Татарстан Респ,ГОРОД,15.01.1999,15,1
МУЖСКОЙ,324,82,86,5,0,1,Московская обл,ГОРОД,07.09.1999,7,9
МУЖСКОЙ,380,98,86,0,0,2,Татарстан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,13.08.1999,13,8
ЖЕНСКИЙ,241,50,81,0,2,2,Московская обл,ГОРОД,25.07.1999,25,7
МУЖСКОЙ,325,80,72,0,0,1,Московская обл,ГОРОД,25.08.1999,25,8
ЖЕНСКИЙ,386,86,98,5,2,1,Алтайский край,ГОРОД,25.04.1999,25,4
МУЖСКОЙ,323,84,76,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,02.11.1998,2,11
МУЖСКОЙ,296,76,88,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,19.01.2000,19,1
МУЖСКОЙ,281,82,65,0,0,2,Московская обл,ГОРОД,28.08.2000,28,8
МУЖСКОЙ,317,80,88,5,0,0,Воронежская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,14.05.1999,14,5
МУЖСКОЙ,337,98,93,5,0,2,Чувашская Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,10.06.1999,10,6
МУЖСКОЙ,346,88,93,0,0,1,Тыва Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,04.06.1999,4,6
МУЖСКОЙ,324,84,76,0,2,0,Московская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,17.10.1999,17,10
МУЖСКОЙ,298,74,81,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,03.09.1999,3,9
ЖЕНСКИЙ,286,80,86,5,2,2,Московская обл,ГОРОД,14.09.1999,14,9
МУЖСКОЙ,297,78,83,0,0,2,Московская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,08.11.1997,8,11
ЖЕНСКИЙ,285,68,96,5,0,1,Саха /Якутия/ Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,20.03.1999,20,3
ЖЕНСКИЙ,344,78,86,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,23.10.1999,23,10
МУЖСКОЙ,331,86,93,5,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,15.03.1999,15,3
МУЖСКОЙ,306,78,81,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,07.05.1999,7,5
ЖЕНСКИЙ,329,78,88,5,0,2,Башкортостан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,22.09.1999,22,9
МУЖСКОЙ,280,80,83,5,0,1,Московская обл,ГОРОД,30.08.1999,30,8
МУЖСКОЙ,277,74,78,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,14.05.1999,14,5
ЖЕНСКИЙ,307,88,83,5,0,2,Воронежская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,05.12.1998,5,12
МУЖСКОЙ,294,78,70,0,0,1,Алтай Респ,ГОРОД,20.10.1999,20,10
МУЖСКОЙ,266,74,71,0,0,1,Коми Респ,ГОРОД,01.02.1998,1,2
МУЖСКОЙ,299,78,83,0,0,1,Омская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,18.12.1999,18,12
МУЖСКОЙ,345,88,88,0,0,2,Пермский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,30.09.1999,30,9
МУЖСКОЙ,362,96,70,0,0,2,Самарская обл,ГОРОД,27.05.1999,27,5
ЖЕНСКИЙ,315,82,86,0,0,2,Новосибирская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,25.11.1999,25,11
ЖЕНСКИЙ,337,92,86,0,0,1,Московская обл,ГОРОД,09.01.2000,9,1
МУЖСКОЙ,278,82,93,0,2,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,30.04.1999,30,4
МУЖСКОЙ,316,80,72,0,0,2,Челябинская обл,ГОРОД,09.10.1999,9,10
МУЖСКОЙ,333,90,96,5,0,3,Иркутская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,14.07.1999,14,7
МУЖСКОЙ,335,76,100,5,0,2,Мурманская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,10.05.1999,10,5
МУЖСКОЙ,272,72,88,0,0,2,нет регионов,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,08.02.2000,8,2
МУЖСКОЙ,333,86,81,0,2,2,Нижегородская обл,ГОРОД,07.08.1999,7,8
ЖЕНСКИЙ,392,92,93,5,0,2,АСТАНА,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,06.11.1999,6,11
МУЖСКОЙ,373,92,96,5,2,1,Тульская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,18.02.2000,18,2
МУЖСКОЙ,311,90,78,0,2,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,24.08.1999,24,8
МУЖСКОЙ,321,79,73,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,13.07.1997,13,7
МУЖСКОЙ,336,82,81,0,0,2,Самарская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,29.06.1999,29,6
МУЖСКОЙ,336,90,91,0,0,1,Камчатский край,ГОРОД,11.10.1999,11,10
ЖЕНСКИЙ,375,94,98,5,0,2,Тверская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,04.02.2000,4,2
ЖЕНСКИЙ,326,86,71,0,0,2,Нижегородская обл,ГОРОД,25.05.1997,25,5
ЖЕНСКИЙ,296,80,91,0,0,1,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,07.05.1999,7,5
МУЖСКОЙ,316,92,86,0,0,0,Самарская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,13.04.1999,13,4
ЖЕНСКИЙ,331,82,88,0,2,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,29.04.1999,29,4
МУЖСКОЙ,384,94,83,5,0,2,Коми Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,01.02.2000,1,2
МУЖСКОЙ,281,80,76,0,0,1,Мурманская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,13.11.1997,13,11
МУЖСКОЙ,328,84,86,0,0,1,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,29.06.1999,29,6
МУЖСКОЙ,324,86,93,5,0,1,Нижегородская обл,ГОРОД,12.07.1999,12,7
МУЖСКОЙ,323,80,83,0,2,2,Башкортостан Респ,ГОРОД,16.07.1999,16,7
ЖЕНСКИЙ,282,72,88,0,2,2,Удмуртская Респ,ГОРОД,23.12.1998,23,12
ЖЕНСКИЙ,322,82,78,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,29.04.2000,29,4
МУЖСКОЙ,330,82,78,0,0,1,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,01.08.1999,1,8
МУЖСКОЙ,341,78,88,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,24.03.2000,24,3
МУЖСКОЙ,328,82,91,5,2,1,Псковская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,29.06.1999,29,6
МУЖСКОЙ,299,76,88,0,0,1,Татарстан Респ,ГОРОД,26.10.1999,26,10
МУЖСКОЙ,344,86,91,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.10.1999,5,10
ЖЕНСКИЙ,337,79,90,5,0,0,Ленинградская обл,ГОРОД,17.06.1996,17,6
МУЖСКОЙ,371,100,88,5,0,1,Марий Эл Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,25.11.1998,25,11
МУЖСКОЙ,293,84,70,0,0,0,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,30.04.1997,30,4
ЖЕНСКИЙ,324,84,93,5,0,2,Челябинская обл,ГОРОД,24.09.1999,24,9
МУЖСКОЙ,336,84,86,5,0,2,Псковская обл,ГОРОД,07.09.1999,7,9
ЖЕНСКИЙ,303,82,93,5,0,1,Псковская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,29.07.1999,29,7
МУЖСКОЙ,357,92,72,0,0,1,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,18.06.1999,18,6
ЖЕНСКИЙ,296,82,86,5,0,2,Псковская обл,ГОРОД,04.07.1999,4,7
МУЖСКОЙ,379,88,93,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,30.09.1999,30,9
МУЖСКОЙ,300,74,86,5,0,1,Ростовская обл,НАСЕЛЕННЫЙ ПУНКТ ГОРОДСКОГО ТИПА,29.10.1999,29,10
МУЖСКОЙ,302,84,88,0,0,2,Саратовская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,10.07.1999,10,7
МУЖСКОЙ,376,94,81,0,0,1,Свердловская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,16.10.1999,16,10
МУЖСКОЙ,335,86,96,5,2,1,Московская обл,ГОРОД,05.01.2000,5,1
МУЖСКОЙ,310,86,82,0,0,0,Московская обл,ГОРОД,21.06.1996,21,6
ЖЕНСКИЙ,315,82,88,0,2,1,Санкт-Петербург г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,17.02.1999,17,2
МУЖСКОЙ,311,82,83,0,0,0,Томская обл,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,22.02.1994,22,2
МУЖСКОЙ,315,84,83,0,0,3,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,18.01.2000,18,1
МУЖСКОЙ,360,96,78,0,0,1,Марий Эл Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,27.11.1999,27,11
МУЖСКОЙ,295,74,83,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,11.03.2000,11,3
МУЖСКОЙ,318,82,65,0,0,0,Самарская обл,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,05.12.1999,5,12
МУЖСКОЙ,304,80,83,5,0,1,Ставропольский край,ГОРОД,02.09.1999,2,9
ЖЕНСКИЙ,320,68,91,5,0,2,Хабаровский край,НАСЕЛЕННЫЙ ПУНКТ СЕЛЬСКОГО ТИПА,04.06.1999,4,6
МУЖСКОЙ,283,86,88,0,0,2,Московская обл,ГОРОД,12.11.1999,12,11
МУЖСКОЙ,266,80,83,0,0,1,Дагестан Респ,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,30.03.2000,30,3
МУЖСКОЙ,285,70,86,0,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,05.05.1999,5,5
ЖЕНСКИЙ,327,90,88,5,0,2,Москва г,ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ,28.10.1999,28,10
МУЖСКОЙ,287,82,93,0,0,1,Ленинградская обл,ГОРОД,25.10.1998,25,10
ЖЕНСКИЙ,343,82,100,0,0,1,Пермский край,ЦЕНТР СУБЪЕКТА ФЕДЕРАЦИИ,22.06.1999,22,6
